718,5629	568,8623	518,9621	494,0120	467,0659
578,3133	506,0241	481,9277	451,8072	448,1928
589,8876	547,7528	505,6180	505,6180	471,9101
782,6087	586,9565	608,6957	586,9565	600,0000
